event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,main_category,hour,day_of_week,month,date,is_weekend,is_purchase,is_cart,is_view,price_range,session_event_count,user_total_purchases,is_buyer
2019-10-01 04:46:29+00:00,view,11400667,2053013558458843721,unknown,xiaomi,19.31,555485732,a0ca269e-77c6-40e9-b43e-560fe4416b8f,unknown,4,Tuesday,October,2019-10-01,False,0,0,1,budget,14,0,0
2019-10-01 02:34:08+00:00,view,1004661,2053013555631882655,electronics.smartphone,samsung,885.07,524339560,b581fb58-ab72-484c-9e72-dde2d16de425,electronics,2,Tuesday,October,2019-10-01,False,0,0,1,high,6,0,0
2019-10-01 06:48:10+00:00,view,2601284,2053013563970159485,unknown,bosch,347.12,536815561,23b41c08-955d-4313-8d01-35133e8c7557,unknown,6,Tuesday,October,2019-10-01,False,0,0,1,high,33,0,0
2019-10-01 07:20:44+00:00,view,4000217,2053013566142809077,construction.tools.generator,scarlett,81.57,516251513,ce1ba72d-d107-477c-b2f5-bd47f85878b3,construction,7,Tuesday,October,2019-10-01,False,0,0,1,low,14,0,0
2019-11-01 01:48:40+00:00,view,3701159,2053013565983425517,appliances.environment.vacuum,bosch,172.21,530114093,757736a6-41f2-4cbd-ae06-5185b095480e,appliances,1,Friday,November,2019-11-01,False,0,0,1,mid,14,0,0
2019-11-01 06:44:55+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,128.42,525921810,ad9cf14d-5844-42a2-a319-a7bc5db08aea,electronics,6,Friday,November,2019-11-01,False,0,0,1,mid,2,2,1
2019-11-01 03:57:16+00:00,view,26403339,2053013563651392361,unknown,unknown,219.05,556830710,a9bfc5f8-3e4a-4668-bc30-bc403acf1681,unknown,3,Friday,November,2019-11-01,False,0,0,1,mid,21,0,0
2019-10-01 05:56:00+00:00,view,1005153,2053013555631882655,electronics.smartphone,xiaomi,231.64,555503602,7744bbcc-89bd-4a65-ac6d-3a62ee5cfcd3,electronics,5,Tuesday,October,2019-10-01,False,0,0,1,mid,1,0,0
2019-11-01 02:44:53+00:00,view,2501669,2053013564003713919,appliances.kitchen.oven,maxwell,51.22,513360512,c2445671-f2bc-4672-ba6c-9b333f46b8f1,appliances,2,Friday,November,2019-11-01,False,0,0,1,low,5,0,0
2019-11-01 02:19:40+00:00,view,23800016,2053013561696846593,unknown,vegas,223.17,553689749,f662e94e-bb92-4582-9760-2260e4fd1e3c,unknown,2,Friday,November,2019-11-01,False,0,0,1,mid,15,0,0
2019-11-01 06:28:37+00:00,view,10900168,2053013555069845885,appliances.kitchen.mixer,kitfort,112.21,532970235,ee915fa1-5da4-4dc4-b0d9-c3658c2d1301,appliances,6,Friday,November,2019-11-01,False,0,0,1,mid,2,0,0
2019-10-01 03:30:40+00:00,view,28716180,2053013565882762215,unknown,unknown,110.43,515402516,e934bc09-e0b9-4263-b957-e5f7c115bdb3,unknown,3,Tuesday,October,2019-10-01,False,0,0,1,mid,1,0,0
2019-11-01 04:32:37+00:00,view,14700160,2053013557133443581,furniture.living_room.cabinet,unknown,303.23,566316116,0b23598e-e50e-4d7c-bccd-d056fbde3cee,furniture,4,Friday,November,2019-11-01,False,0,0,1,high,2,0,0
2019-11-01 03:01:24+00:00,view,26401600,2053013563651392361,unknown,unknown,234.5,515817718,3b4c0a83-46c4-4f66-a3ea-7010492acf44,unknown,3,Friday,November,2019-11-01,False,0,0,1,mid,25,1,1
2019-10-01 03:05:08+00:00,view,32701139,2055156924466332447,unknown,dam,71.48,541663479,913eea57-5508-476b-a980-9b696d61082b,unknown,3,Tuesday,October,2019-10-01,False,0,0,1,low,21,0,0
2019-10-01 05:04:53+00:00,view,16400204,2053013558249128509,unknown,granhel,181.21,514114410,54cfb7ff-86ac-49d2-aca3-0f138573681b,unknown,5,Tuesday,October,2019-10-01,False,0,0,1,mid,11,0,0
2019-11-01 04:41:33+00:00,view,1005256,2053013555631882655,electronics.smartphone,xiaomi,142.84,566316799,f7bf44f1-64d6-4421-a9c7-c8e8f558d33b,electronics,4,Friday,November,2019-11-01,False,0,0,1,mid,15,1,1
2019-11-01 05:57:14+00:00,view,12720139,2053013553559896355,unknown,aoteli,25.16,544242034,c3948057-aad3-4883-ad9c-bc02a9dd8a2a,unknown,5,Friday,November,2019-11-01,False,0,0,1,low,1,0,0
2019-10-01 06:05:43+00:00,view,14300224,2053013557544485393,unknown,yamaha,2198.71,530333126,071cc06a-a635-42b3-9757-c19bdcb9398d,unknown,6,Tuesday,October,2019-10-01,False,0,0,1,luxury,17,0,0
2019-11-01 03:52:18+00:00,view,3700926,2053013565983425517,appliances.environment.vacuum,samsung,64.02,513605123,2c857428-c349-4ba7-a41a-ba4444b82631,appliances,3,Friday,November,2019-11-01,False,0,0,1,low,4,0,0
2019-11-01 06:00:23+00:00,view,27201374,2053013564154708873,unknown,cartier,1070.3,514183136,8b1d53da-7519-43c5-95f7-ec73350995d3,unknown,6,Friday,November,2019-11-01,False,0,0,1,luxury,6,0,0
2019-11-01 05:59:56+00:00,view,17301671,2053013553853497655,unknown,chloe,42.4,525664524,c7579869-dcc8-494d-9ba8-b158702bce3a,unknown,5,Friday,November,2019-11-01,False,0,0,1,low,4,0,0
2019-10-01 03:49:32+00:00,view,26300505,2053013563424899933,unknown,unknown,502.0,516662573,d70c4b2b-c7e9-4375-a5b8-9183a073fc0a,unknown,3,Tuesday,October,2019-10-01,False,0,0,1,high,1,0,0
2019-11-01 04:56:16+00:00,view,1801739,2053013554415534427,electronics.video.tv,samsung,282.03,531769004,31f89021-4eeb-408b-af48-c2cc7f6d149a,electronics,4,Friday,November,2019-11-01,False,0,0,1,mid,5,0,0
2019-10-01 05:18:49+00:00,view,26402819,2053013563651392361,unknown,lucente,44.79,520318888,9bb7383a-803a-45ba-b3cd-a604a975dae6,unknown,5,Tuesday,October,2019-10-01,False,0,0,1,low,3,0,0
2019-10-01 06:35:56+00:00,view,21406040,2053013561579406073,electronics.clocks,unknown,534.69,541073797,6fab2e5b-af22-4da5-a8e3-b1452d545415,electronics,6,Tuesday,October,2019-10-01,False,0,0,1,high,13,0,0
2019-11-01 05:46:27+00:00,view,18500043,2053013552695869677,electronics.tablet,wacom,1995.11,516101808,bf9945a0-3ddb-4a93-b96a-f6dfb7c7af73,electronics,5,Friday,November,2019-11-01,False,0,0,1,luxury,3,0,0
2019-10-01 06:23:11+00:00,view,1003750,2053013555631882655,electronics.smartphone,sony,257.38,551321355,973b1c5d-2165-43fe-bcfd-0637c9001f0e,electronics,6,Tuesday,October,2019-10-01,False,0,0,1,mid,14,1,1
2019-10-01 05:37:10+00:00,view,19300100,2053013566033757167,appliances.ironing_board,nika,17.99,514308798,1337709e-d4b5-4470-9644-47bed0bbaefc,appliances,5,Tuesday,October,2019-10-01,False,0,0,1,budget,3,0,0
2019-10-01 03:43:39+00:00,view,1480606,2053013561092866779,computers.desktop,pulser,185.31,555474845,f75fb0d7-4c79-4ad8-ba7d-2aaa1f90971d,computers,3,Tuesday,October,2019-10-01,False,0,0,1,mid,41,0,0
2019-11-01 05:23:09+00:00,view,3600999,2053013563810775923,appliances.kitchen.washer,samsung,823.68,562382600,8c49d186-84d7-4add-a2b5-40ca9768a893,appliances,5,Friday,November,2019-11-01,False,0,0,1,high,8,3,1
2019-10-01 04:28:08+00:00,view,12701256,2053013553559896355,unknown,triangle,34.75,520784918,863db1db-fb1f-4159-8bd5-e0398933a734,unknown,4,Tuesday,October,2019-10-01,False,0,0,1,low,2,0,0
2019-11-01 02:01:25+00:00,view,14100221,2053013557670314521,electronics.audio.acoustic,ortega,108.11,512405542,7640c3ef-691f-45a6-8775-ec88f064545a,electronics,2,Friday,November,2019-11-01,False,0,0,1,mid,25,0,0
2019-10-01 05:43:34+00:00,view,6400221,2053013554121933129,computers.components.cpu,intel,326.39,512714271,59e4f465-436b-43b7-916d-bdcfaeb7ee8f,computers,5,Tuesday,October,2019-10-01,False,0,0,1,high,9,0,0
2019-11-01 02:40:14+00:00,view,1307050,2053013558920217191,computers.notebook,apple,1570.17,512574631,ade18c8c-919e-459c-964c-d52188f39d8d,computers,2,Friday,November,2019-11-01,False,0,0,1,luxury,11,0,0
2019-10-01 06:34:38+00:00,view,1004838,2053013555631882655,electronics.smartphone,oppo,179.36,542374003,8c672e8a-cf33-4aef-925f-c71deb1cfd68,electronics,6,Tuesday,October,2019-10-01,False,0,0,1,mid,6,0,0
2019-11-01 03:49:18+00:00,view,1004669,2053013555631882655,electronics.smartphone,xiaomi,74.39,566309455,02b61f38-1631-46f9-873a-3639791afb48,electronics,3,Friday,November,2019-11-01,False,0,0,1,low,1,0,0
2019-10-01 03:23:54+00:00,view,5100816,2053013553375346967,unknown,xiaomi,29.51,515366261,a88edfb4-2cc6-468a-988a-f7fa149ba91d,unknown,3,Tuesday,October,2019-10-01,False,0,0,1,low,26,0,0
2019-10-01 05:50:50+00:00,view,3701241,2053013565983425517,appliances.environment.vacuum,redmond,205.63,542432932,ea7274f3-2886-48db-a0d8-ab6cde33e75b,appliances,5,Tuesday,October,2019-10-01,False,0,0,1,mid,7,0,0
2019-10-01 02:50:02+00:00,view,1004836,2053013555631882655,electronics.smartphone,samsung,241.19,515552734,59f3128b-c22b-4b94-9927-c4e673504d53,electronics,2,Tuesday,October,2019-10-01,False,0,0,1,mid,21,0,0
2019-10-01 05:59:05+00:00,view,1004990,2053013555631882655,electronics.smartphone,oppo,257.38,554841309,7f9a97ef-c2b7-42cb-863d-76538fa0664d,electronics,5,Tuesday,October,2019-10-01,False,0,0,1,mid,1,0,0
2019-11-01 04:18:10+00:00,view,26300081,2053013563584283495,unknown,lucente,437.85,552996121,76228511-88a2-4118-9128-9b211c2bdb60,unknown,4,Friday,November,2019-11-01,False,0,0,1,high,10,1,1
2019-10-01 07:29:08+00:00,view,49800014,2126679654801604876,accessories.bag,ritmix,12.86,518505762,eaab27e4-f6b5-488b-92c1-403c5b22a45f,accessories,7,Tuesday,October,2019-10-01,False,0,0,1,budget,1,0,0
2019-10-01 03:21:05+00:00,view,12710451,2053013553559896355,unknown,triangle,53.28,514194614,00bc26a2-0af0-4812-9ff2-d23dd49fef32,unknown,3,Tuesday,October,2019-10-01,False,0,0,1,low,20,0,0
2019-10-01 05:34:58+00:00,view,29501509,2053013566453186567,unknown,unknown,31.79,512728196,baa2734b-05a8-403c-b42c-75cc9db03973,unknown,5,Tuesday,October,2019-10-01,False,0,0,1,low,3,0,0
2019-10-01 07:17:26+00:00,view,5701005,2053013553970938175,auto.accessories.player,pioneer,424.72,526906297,e6288b91-d4da-4aff-b01e-72f5b4a218b4,auto,7,Tuesday,October,2019-10-01,False,0,0,1,high,16,0,0
2019-11-01 01:37:38+00:00,view,13201002,2053013557192163841,furniture.bedroom.bed,stendmebel,176.04,527190401,6bb78e1c-db82-472a-b865-fa78fb5ddc60,furniture,1,Friday,November,2019-11-01,False,0,0,1,mid,15,0,0
2019-11-01 04:13:57+00:00,view,26400180,2053013563651392361,unknown,unknown,261.53,542236548,d3a0c598-343f-4e5c-ade8-ced6baad6d6e,unknown,4,Friday,November,2019-11-01,False,0,0,1,mid,20,0,0
2019-10-01 04:43:07+00:00,purchase,1307190,2053013558920217191,computers.notebook,hp,386.08,554837844,7e5ba25e-98ef-42ff-a890-3659a50ed7fb,computers,4,Tuesday,October,2019-10-01,False,1,0,0,high,4,1,1
2019-11-01 05:35:30+00:00,view,29501943,2053013566344134657,unknown,dymatize,68.34,512902216,cb37c610-8326-4851-88c5-891b6160d30b,unknown,5,Friday,November,2019-11-01,False,0,0,1,low,11,0,0
2019-10-01 02:21:54+00:00,view,1004917,2053013555631882655,electronics.smartphone,apple,952.15,519840569,d5de76ec-7ef2-4d78-bf16-220f2ca3fcdb,electronics,2,Tuesday,October,2019-10-01,False,0,0,1,high,8,0,0
2019-10-01 02:38:43+00:00,view,2401882,2053013563743667055,appliances.kitchen.hood,artel,61.24,518431897,d244ccce-4dbb-4ae6-af48-98eb36069e19,appliances,2,Tuesday,October,2019-10-01,False,0,0,1,low,19,2,1
2019-11-01 04:50:33+00:00,view,1201567,2172371436436455782,electronics.tablet,apple,437.31,512901269,73ebc7e7-fb10-4c8c-b123-7e54c2845d8d,electronics,4,Friday,November,2019-11-01,False,0,0,1,high,1,0,0
2019-11-01 04:14:26+00:00,view,42600177,2096280601366626625,unknown,stels,82.37,518304611,c8a7b039-5c9b-44e8-b7ca-88bb5af2c177,unknown,4,Friday,November,2019-11-01,False,0,0,1,low,12,0,0
2019-10-01 06:46:00+00:00,view,5300157,2053013563173241677,unknown,philips,38.59,542818281,9ec48312-cbe6-4714-b73a-8802cc8bbf83,unknown,6,Tuesday,October,2019-10-01,False,0,0,1,low,3,0,0
2019-10-01 06:29:27+00:00,view,26202652,2053013563693335403,unknown,unknown,312.39,529908402,4a4956e3-8fed-4ab8-a3f5-6dc23ae6aa6f,unknown,6,Tuesday,October,2019-10-01,False,0,0,1,high,14,0,0
2019-11-01 05:34:54+00:00,view,18700088,2053013555380224399,unknown,brw,537.21,515660933,5d128a66-4771-465e-a0b2-5ef41b43cdbc,unknown,5,Friday,November,2019-11-01,False,0,0,1,high,22,0,0
2019-11-01 02:31:04+00:00,view,49500007,2134905041696326587,unknown,tomfarr,281.86,550722182,7dbdd2b0-e9df-4d0d-9dc0-730e4e0f65a2,unknown,2,Friday,November,2019-11-01,False,0,0,1,mid,2,0,0
2019-10-01 06:11:20+00:00,view,21900289,2053013558802776671,unknown,riche,18.79,512889133,202f044c-d424-4a52-8e29-7a1999f46739,unknown,6,Tuesday,October,2019-10-01,False,0,0,1,budget,5,0,0
2019-10-01 05:19:01+00:00,view,1801690,2053013554415534427,electronics.video.tv,samsung,368.04,514444203,7d74c687-ba6a-41f4-aeff-9b9a371cd179,electronics,5,Tuesday,October,2019-10-01,False,0,0,1,high,17,0,0
2019-11-01 05:06:50+00:00,view,1004495,2053013555631882655,electronics.smartphone,meizu,69.24,566318713,920cc31b-8826-4953-aee8-1071c33d5094,electronics,5,Friday,November,2019-11-01,False,0,0,1,low,5,0,0
2019-10-01 05:28:39+00:00,view,21401774,2053013561579406073,electronics.clocks,seiko,505.03,554959159,dba654e6-5d34-4faf-8161-f2645e54d3f4,electronics,5,Tuesday,October,2019-10-01,False,0,0,1,high,7,0,0
2019-11-01 05:12:04+00:00,view,1004956,2053013555631882655,electronics.smartphone,xiaomi,382.57,564301390,864f5b22-55e4-988b-183d-4a060ecca231,electronics,5,Friday,November,2019-11-01,False,0,0,1,high,9,0,0
2019-11-01 06:02:47+00:00,view,27201746,2053013564154708873,unknown,chopard,923.83,521506447,d22d0365-c7d1-413f-970a-2e1771cc73fc,unknown,6,Friday,November,2019-11-01,False,0,0,1,high,18,0,0
2019-10-01 02:56:52+00:00,view,6000211,2053013560807654091,auto.accessories.alarm,pandora,256.12,519069004,ab8cf12d-a3d6-407f-b871-a277e0cb1be1,auto,2,Tuesday,October,2019-10-01,False,0,0,1,mid,2,0,0
2019-11-01 05:30:39+00:00,view,2600743,2053013563970159485,unknown,gefest,411.28,566328271,0387575a-ad00-4a60-9b91-2391f32a40da,unknown,5,Friday,November,2019-11-01,False,0,0,1,high,5,0,0
2019-11-01 02:24:59+00:00,view,1005073,2053013555631882655,electronics.smartphone,samsung,1133.36,566297280,fcd9e538-f83f-417f-9195-9ca2a7d6b952,electronics,2,Friday,November,2019-11-01,False,0,0,1,luxury,1,0,0
2019-10-01 05:41:49+00:00,view,1002098,2053013555631882655,electronics.smartphone,samsung,409.02,535723597,96e30077-ef6b-4abd-be43-4dabc6cb53f1,electronics,5,Tuesday,October,2019-10-01,False,0,0,1,high,21,1,1
2019-11-01 04:13:57+00:00,view,11200192,2053013562946749253,appliances.personal.scales,xiaomi,44.82,512587570,d03522ab-370f-422f-a220-2f79da81a71b,appliances,4,Friday,November,2019-11-01,False,0,0,1,low,1,1,1
2019-10-01 05:49:55+00:00,view,22700177,2053013556168753601,unknown,stels,139.0,555501802,5843dd50-afc6-4f95-adc5-f44f866d68a1,unknown,5,Tuesday,October,2019-10-01,False,0,0,1,mid,3,0,0
2019-11-01 05:53:37+00:00,view,3700766,2053013565983425517,appliances.environment.vacuum,samsung,136.17,552415166,378e8f18-449e-4d05-825a-7aab6f9c4359,appliances,5,Friday,November,2019-11-01,False,0,0,1,mid,1,0,0
2019-10-01 05:26:23+00:00,view,3200549,2053013555321504139,appliances.kitchen.meat_grinder,dauscher,25.71,517802952,a94788e4-2d3b-44c0-a635-a8629d3de770,appliances,5,Tuesday,October,2019-10-01,False,0,0,1,low,20,0,0
2019-10-01 07:03:59+00:00,purchase,1004249,2053013555631882655,electronics.smartphone,apple,738.61,555518705,538412f8-f14d-4c5b-b0fe-8f5501fc8d68,electronics,7,Tuesday,October,2019-10-01,False,1,0,0,high,11,4,1
2019-11-01 05:55:40+00:00,view,1004566,2053013555631882655,electronics.smartphone,huawei,164.84,546364572,3e16c018-7b93-436f-95ea-540c056b4070,electronics,5,Friday,November,2019-11-01,False,0,0,1,mid,4,1,1
2019-10-01 05:34:34+00:00,view,1003549,2053013555631882655,electronics.smartphone,samsung,344.64,519510279,f3e556d8-ff8b-4b37-a928-fd52fd66a3f0,electronics,5,Tuesday,October,2019-10-01,False,0,0,1,high,38,1,1
2019-11-01 03:03:37+00:00,view,1480654,2053013561092866779,computers.desktop,hp,362.69,565980951,4b041f7e-3205-47e7-8998-04b2c2f2e0eb,computers,3,Friday,November,2019-11-01,False,0,0,1,high,7,0,0
2019-11-01 04:16:08+00:00,view,1005138,2053013555631882655,electronics.smartphone,apple,1672.89,564344978,ca5ca9b3-a357-4082-84e5-00e47459ca35,electronics,4,Friday,November,2019-11-01,False,0,0,1,luxury,6,0,0
2019-10-01 03:58:32+00:00,view,1306310,2053013558920217191,computers.notebook,apple,1352.42,524309914,cbdc9ae9-163d-4148-9609-d1a6dbb1ff98,computers,3,Tuesday,October,2019-10-01,False,0,0,1,luxury,21,0,0
2019-10-01 03:53:07+00:00,view,31501009,2053013558031024687,unknown,unknown,100.13,512996475,d7704a42-5a8d-4f22-a086-3a97643efb4d,unknown,3,Tuesday,October,2019-10-01,False,0,0,1,mid,42,1,1
2019-11-01 04:46:03+00:00,view,5701000,2053013553970938175,auto.accessories.player,pioneer,61.01,514228142,b67407b2-75a1-408f-a954-09c2946829b4,auto,4,Friday,November,2019-11-01,False,0,0,1,low,10,0,0
2019-11-01 06:01:57+00:00,view,3100034,2053013555262783879,appliances.kitchen.blender,braun,48.88,519615470,e8d79040-8bca-4018-846d-8017c3ea84be,appliances,6,Friday,November,2019-11-01,False,0,0,1,low,23,0,0
2019-10-01 06:40:13+00:00,view,4804216,2053013554658804075,electronics.audio.headphone,xiaomi,8.19,512816900,3da671c0-de89-4867-bfec-069526a2793c,electronics,6,Tuesday,October,2019-10-01,False,0,0,1,budget,7,0,0
2019-10-01 04:15:54+00:00,view,1005156,2053013555631882655,electronics.smartphone,xiaomi,308.63,555317094,ebd4a686-6f43-4d74-8359-a28becefc69a,electronics,4,Tuesday,October,2019-10-01,False,0,0,1,high,5,0,0
2019-11-01 02:51:31+00:00,view,24900193,2053013562183385881,unknown,unknown,1.09,561286757,c26a3282-d1ec-41d1-8331-0695fb56c91f,unknown,2,Friday,November,2019-11-01,False,0,0,1,budget,4,0,0
2019-11-01 05:30:14+00:00,view,5100376,2053013553341792533,electronics.clocks,xiaomi,67.12,515448704,17fa3c2d-b11f-479e-bc8a-7b7a56776661,electronics,5,Friday,November,2019-11-01,False,0,0,1,low,7,0,0
2019-11-01 04:46:29+00:00,view,6600727,2053013554189041997,computers.components.memory,kingston,61.02,525558417,89a71bb2-07ee-43f7-bc8a-e4019cf7216a,computers,4,Friday,November,2019-11-01,False,0,0,1,low,1,0,0
2019-10-01 04:51:18+00:00,view,1003363,2053013555631882655,electronics.smartphone,apple,535.38,534642534,3426251a-1f5c-4c8d-b136-46c39f131ac4,electronics,4,Tuesday,October,2019-10-01,False,0,0,1,high,15,0,0
2019-10-01 06:35:57+00:00,view,23000352,2053013553459233053,unknown,unknown,28.64,514407454,42f40845-c3f0-4af3-b6f2-43b92a576981,unknown,6,Tuesday,October,2019-10-01,False,0,0,1,low,1,1,1
2019-11-01 05:55:20+00:00,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.8,566261246,6493a51e-02ec-43c5-807b-6fe050e1a91f,electronics,5,Friday,November,2019-11-01,False,0,0,1,budget,2,0,0
2019-10-01 03:06:47+00:00,view,3200414,2053013555321504139,appliances.kitchen.meat_grinder,unknown,80.08,521672994,ca8bbe45-f6d6-4998-8802-e97c3c145eba,appliances,3,Tuesday,October,2019-10-01,False,0,0,1,low,60,0,0
